OTD_ID,Title,Library_Name,Legacy_ID,ATTACK_Technique_IDs,Threat_Actors,Sectors,Purdue_Level,Protocol,Nozomi_Type_ID,Severity,LS_IDs,Onboarding_Tiers,Playbook_IDs,Query_Origin,Sentinel_KQL,Splunk_SPL,Sigma_Artifact
OTD-0066,OPC UA Address Space Browse Flood (Reconnaissance),Sigma: OT/ICS SOC,SIGMA:ot-ics-soc/12,T0846;T0888,,,,opcua,,medium,LS-18,Tier 3,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0066__opc-ua-address-space-browse-flood-reconnaissance.kql,02-detection/queries/splunk/OTD-0066__opc-ua-address-space-browse-flood-reconnaissance.spl,02-detection/sigma/ot-ics-soc/12_opc-ua-address-space-browse-flood-reconnaissance.yml
OTD-0067,S7comm Program Block Download/Upload Outside Change Window,Sigma: OT/ICS SOC,SIGMA:ot-ics-soc/14,T0843;T0871,,,,s7comm,,high,LS-06;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-03,compiled-from-sigma,02-detection/queries/sentinel/OTD-0067__s7comm-program-block-download-upload-outside-change-window.kql,02-detection/queries/splunk/OTD-0067__s7comm-program-block-download-upload-outside-change-window.spl,02-detection/sigma/ot-ics-soc/14_s7comm-program-block-download-upload-outside-change-window.yml
OTD-0068,S7comm System Status List (SZL) Enumeration,Sigma: OT/ICS SOC,SIGMA:ot-ics-soc/15,T0846;T0888,,,,s7comm,,medium,LS-06;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-03,compiled-from-sigma,02-detection/queries/sentinel/OTD-0068__s7comm-system-status-list-szl-enumeration.kql,02-detection/queries/splunk/OTD-0068__s7comm-system-status-list-szl-enumeration.spl,02-detection/sigma/ot-ics-soc/15_s7comm-system-status-list-szl-enumeration.yml
OTD-0069,IEC 60870-5-104 General Interrogation from Unauthorized Master,Sigma: OT/ICS SOC,SIGMA:ot-ics-soc/16,T0846;T0888,,,,iec104,,high,LS-17;LS-18,Tier 3,PLAYBOOK-OT-07,compiled-from-sigma,02-detection/queries/sentinel/OTD-0069__iec-60870-5-104-general-interrogation-from-unauthorized-mast.kql,02-detection/queries/splunk/OTD-0069__iec-60870-5-104-general-interrogation-from-unauthorized-mast.spl,02-detection/sigma/ot-ics-soc/16_iec-60870-5-104-general-interrogation-from-unauthorized-mast.yml
OTD-0070,IEC 60870-5-104 Single or Double Command Outside Maintenance Window,Sigma: OT/ICS SOC,SIGMA:ot-ics-soc/17,T0855,,,,iec104,,medium,LS-17;LS-18,Tier 3,PLAYBOOK-OT-07,compiled-from-sigma,02-detection/queries/sentinel/OTD-0070__iec-60870-5-104-single-or-double-command-outside-maintenance.kql,02-detection/queries/splunk/OTD-0070__iec-60870-5-104-single-or-double-command-outside-maintenance.spl,02-detection/sigma/ot-ics-soc/17_iec-60870-5-104-single-or-double-command-outside-maintenance.yml
OTD-0071,IEC 60870-5-104 Clock Synchronization Command Anomaly,Sigma: OT/ICS SOC,SIGMA:ot-ics-soc/18,T0804;T0851,,,,iec104,,low,LS-17;LS-18,Tier 3,PLAYBOOK-OT-07,compiled-from-sigma,02-detection/queries/sentinel/OTD-0071__iec-60870-5-104-clock-synchronization-command-anomaly.kql,02-detection/queries/splunk/OTD-0071__iec-60870-5-104-clock-synchronization-command-anomaly.spl,02-detection/sigma/ot-ics-soc/18_iec-60870-5-104-clock-synchronization-command-anomaly.yml
OTD-0072,Engineering Workstation Communicating with Multiple PLCs Across Zones,Sigma: OT/ICS SOC,SIGMA:ot-ics-soc/19,T0843;T0867,,,,generic,,high,LS-18,Tier 3,PLAYBOOK-OT-01,compiled-from-sigma,02-detection/queries/sentinel/OTD-0072__engineering-workstation-communicating-with-multiple-plcs-acr.kql,02-detection/queries/splunk/OTD-0072__engineering-workstation-communicating-with-multiple-plcs-acr.spl,02-detection/sigma/ot-ics-soc/19_engineering-workstation-communicating-with-multiple-plcs-acr.yml
OTD-0073,New or Unauthorized Asset Communicating on OT Engineering Protocol Port,Sigma: OT/ICS SOC,SIGMA:ot-ics-soc/20,T0846;T0883,,,,generic,,medium,LS-18,Tier 3,PLAYBOOK-OT-01,compiled-from-sigma,02-detection/queries/sentinel/OTD-0073__new-or-unauthorized-asset-communicating-on-ot-engineering-pr.kql,02-detection/queries/splunk/OTD-0073__new-or-unauthorized-asset-communicating-on-ot-engineering-pr.spl,02-detection/sigma/ot-ics-soc/20_new-or-unauthorized-asset-communicating-on-ot-engineering-pr.yml
OTD-0074,DNP3 Cold or Warm Restart Function to Outstation,Sigma: Core Protocol,SIGMA:core-protocol/dnp3-restart,T0816,ELECTRUM,Electric;Oil & Gas;Water,,zeek,PROT:DNP3-ILLEGAL,high,LS-18,Tier 3,PLAYBOOK-OT-07,compiled-from-sigma,02-detection/queries/sentinel/OTD-0074__dnp3-cold-or-warm-restart-function-to-outstation.kql,02-detection/queries/splunk/OTD-0074__dnp3-cold-or-warm-restart-function-to-outstation.spl,02-detection/sigma/core-protocol/dnp3-restart.yml
OTD-0075,IEC 60870-5-104 Control Command from Unauthorized Source,Sigma: Core Protocol,SIGMA:core-protocol/iec104-unauthorized-control,T0855,ELECTRUM,Electric;Transportation,,zeek,PROT:IEC104-ILLEGAL,high,LS-18,Tier 3,PLAYBOOK-OT-07,compiled-from-sigma,02-detection/queries/sentinel/OTD-0075__iec-60870-5-104-control-command-from-unauthorized-source.kql,02-detection/queries/splunk/OTD-0075__iec-60870-5-104-control-command-from-unauthorized-source.spl,02-detection/sigma/core-protocol/iec104-unauthorized-control.yml
OTD-0076,Modbus FC08 Diagnostic Restart or Force Listen-Only Mode,Sigma: Core Protocol,SIGMA:core-protocol/modbus-fc08-restart,T0816,CHERNOVITE,Water;Manufacturing;Chemical,,zeek,PROT:MODBUS-ILLEGAL,high,LS-18,Tier 3,PLAYBOOK-OT-07,compiled-from-sigma,02-detection/queries/sentinel/OTD-0076__modbus-fc08-diagnostic-restart-or-force-listen-only-mode.kql,02-detection/queries/splunk/OTD-0076__modbus-fc08-diagnostic-restart-or-force-listen-only-mode.spl,02-detection/sigma/core-protocol/modbus-fc08-restart.yml
OTD-0077,Unauthorized Modbus Write to Coils or Registers,Sigma: Core Protocol,SIGMA:core-protocol/modbus-unauthorized-write,T0855,CHERNOVITE,Oil & Gas;Water;Manufacturing;Chemical,,zeek,PROT:MODBUS-ILLEGAL,high,LS-18,Tier 3,PLAYBOOK-OT-01,compiled-from-sigma,02-detection/queries/sentinel/OTD-0077__unauthorized-modbus-write-to-coils-or-registers.kql,02-detection/queries/splunk/OTD-0077__unauthorized-modbus-write-to-coils-or-registers.spl,02-detection/sigma/core-protocol/modbus-unauthorized-write.yml
OTD-0078,Active Network Scan of OT Subnet,Sigma: Core Protocol,SIGMA:core-protocol/ot-subnet-scan,T0840,VOLTZITE;GRAPHITE,Electric;Oil & Gas;Water;Manufacturing,,zeek,NET:TCP-SYN-SCAN,medium,LS-18,Tier 3,PLAYBOOK-OT-01,compiled-from-sigma,02-detection/queries/sentinel/OTD-0078__active-network-scan-of-ot-subnet.kql,02-detection/queries/splunk/OTD-0078__active-network-scan-of-ot-subnet.spl,02-detection/sigma/core-protocol/ot-subnet-scan.yml
OTD-0079,S7comm STOP CPU Command to PLC,Sigma: Core Protocol,SIGMA:core-protocol/s7comm-stop-cpu,T0816,CHERNOVITE;ELECTRUM,Manufacturing;Oil & Gas,,zeek,PROT:S7-ILLEGAL,high,LS-18,Tier 3,PLAYBOOK-OT-01,compiled-from-sigma,02-detection/queries/sentinel/OTD-0079__s7comm-stop-cpu-command-to-plc.kql,02-detection/queries/splunk/OTD-0079__s7comm-stop-cpu-command-to-plc.spl,02-detection/sigma/core-protocol/s7comm-stop-cpu.yml
OTD-0080,Direct IT-to-OT-DMZ Connection Bypassing Jump Host,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/01,T0886,,,,generic,,high,LS-02,Tier 1,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0080__direct-it-to-ot-dmz-connection-bypassing-jump-host.kql,02-detection/queries/splunk/OTD-0080__direct-it-to-ot-dmz-connection-bypassing-jump-host.spl,02-detection/sigma/it-dmz-ot-crosszone/01_direct-it-to-ot-dmz-connection-bypassing-jump-host.yml
OTD-0081,Unauthorized Lateral-Movement Protocol Entering OT DMZ,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/02,T0866,,,,generic,,high,LS-02,Tier 1,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0081__unauthorized-lateral-movement-protocol-entering-ot-dmz.kql,02-detection/queries/splunk/OTD-0081__unauthorized-lateral-movement-protocol-entering-ot-dmz.spl,02-detection/sigma/it-dmz-ot-crosszone/02_unauthorized-lateral-movement-protocol-entering-ot-dmz.yml
OTD-0082,OT DMZ Historian Replication Direction Anomaly,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/03,T0840;T0886,,,,generic,,high,LS-02,Tier 1,PLAYBOOK-OT-01,compiled-from-sigma,02-detection/queries/sentinel/OTD-0082__ot-dmz-historian-replication-direction-anomaly.kql,02-detection/queries/splunk/OTD-0082__ot-dmz-historian-replication-direction-anomaly.spl,02-detection/sigma/it-dmz-ot-crosszone/03_ot-dmz-historian-replication-direction-anomaly.yml
OTD-0083,AV/Patch Management Push to DMZ Outside Maintenance Window or Scope,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/04,T0843,,,,windows,,medium,LS-08,Tier 1,PLAYBOOK-OT-09,compiled-from-sigma,02-detection/queries/sentinel/OTD-0083__av-patch-management-push-to-dmz-outside-maintenance-window-o.kql,02-detection/queries/splunk/OTD-0083__av-patch-management-push-to-dmz-outside-maintenance-window-o.spl,02-detection/sigma/it-dmz-ot-crosszone/04_av-patch-management-push-to-dmz-outside-maintenance-window-o.yml
OTD-0084,OT DMZ Asset External DNS or NTP Resolution Attempt,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/05,,,,,generic,,medium,LS-18,Tier 3,,compiled-from-sigma,02-detection/queries/sentinel/OTD-0084__ot-dmz-asset-external-dns-or-ntp-resolution-attempt.kql,02-detection/queries/splunk/OTD-0084__ot-dmz-asset-external-dns-or-ntp-resolution-attempt.spl,02-detection/sigma/it-dmz-ot-crosszone/05_ot-dmz-asset-external-dns-or-ntp-resolution-attempt.yml
OTD-0085,Web or Email Content Landing on OT DMZ Jump Host,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/06,T0817,,,,windows,,critical,LS-08,Tier 1,PLAYBOOK-OT-06,compiled-from-sigma,02-detection/queries/sentinel/OTD-0085__web-or-email-content-landing-on-ot-dmz-jump-host.kql,02-detection/queries/splunk/OTD-0085__web-or-email-content-landing-on-ot-dmz-jump-host.spl,02-detection/sigma/it-dmz-ot-crosszone/06_web-or-email-content-landing-on-ot-dmz-jump-host.yml
OTD-0086,Remote Access Session into L3 Without Approved Change Window,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/08,T0859,,,,windows,,medium,LS-08;LS-20,Tier 1,PLAYBOOK-OT-01,compiled-from-sigma,02-detection/queries/sentinel/OTD-0086__remote-access-session-into-l3-without-approved-change-window.kql,02-detection/queries/splunk/OTD-0086__remote-access-session-into-l3-without-approved-change-window.spl,02-detection/sigma/it-dmz-ot-crosszone/08_remote-access-session-into-l3-without-approved-change-window.yml
OTD-0087,Shared or Service Account Used From Unusual DMZ Source,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/09,T0859,,,,windows,,high,LS-08;LS-20,Tier 1,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0087__shared-or-service-account-used-from-unusual-dmz-source.kql,02-detection/queries/splunk/OTD-0087__shared-or-service-account-used-from-unusual-dmz-source.spl,02-detection/sigma/it-dmz-ot-crosszone/09_shared-or-service-account-used-from-unusual-dmz-source.yml
OTD-0088,File Transfer From DMZ to L3 With Executable or Engineering Project Extension,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/10,T0843,,,,windows,,high,LS-08,Tier 1,PLAYBOOK-OT-03,compiled-from-sigma,02-detection/queries/sentinel/OTD-0088__file-transfer-from-dmz-to-l3-with-executable-or-engineering.kql,02-detection/queries/splunk/OTD-0088__file-transfer-from-dmz-to-l3-with-executable-or-engineering.spl,02-detection/sigma/it-dmz-ot-crosszone/10_file-transfer-from-dmz-to-l3-with-executable-or-engineering.yml
OTD-0089,Vendor Remote Access Session Duration or Scope Anomaly,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/11,T0883,,,,vpn,,medium,LS-04;LS-20,Tier 1,PLAYBOOK-OT-06,compiled-from-sigma,02-detection/queries/sentinel/OTD-0089__vendor-remote-access-session-duration-or-scope-anomaly.kql,02-detection/queries/splunk/OTD-0089__vendor-remote-access-session-duration-or-scope-anomaly.spl,02-detection/sigma/it-dmz-ot-crosszone/11_vendor-remote-access-session-duration-or-scope-anomaly.yml
OTD-0090,Unscheduled HMI Project or Configuration Deployment,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/12,T0831;T0843,,,,windows,,medium,LS-08,Tier 1,PLAYBOOK-OT-03,compiled-from-sigma,02-detection/queries/sentinel/OTD-0090__unscheduled-hmi-project-or-configuration-deployment.kql,02-detection/queries/splunk/OTD-0090__unscheduled-hmi-project-or-configuration-deployment.spl,02-detection/sigma/it-dmz-ot-crosszone/12_unscheduled-hmi-project-or-configuration-deployment.yml
OTD-0091,New or Modified Scheduled Task on HMI or SCADA Server,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/13,T0839,,,,windows,,high,LS-08,Tier 1,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0091__new-or-modified-scheduled-task-on-hmi-or-scada-server.kql,02-detection/queries/splunk/OTD-0091__new-or-modified-scheduled-task-on-hmi-or-scada-server.spl,02-detection/sigma/it-dmz-ot-crosszone/13_new-or-modified-scheduled-task-on-hmi-or-scada-server.yml
OTD-0092,Engineering Software Launched by Non-Engineering Account,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/14,T0858,,,,windows,,high,LS-08,Tier 1,PLAYBOOK-OT-01,compiled-from-sigma,02-detection/queries/sentinel/OTD-0092__engineering-software-launched-by-non-engineering-account.kql,02-detection/queries/splunk/OTD-0092__engineering-software-launched-by-non-engineering-account.spl,02-detection/sigma/it-dmz-ot-crosszone/14_engineering-software-launched-by-non-engineering-account.yml
OTD-0093,Abnormal Authentication Pattern on SCADA or HMI Server,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/15,T0859,,,,windows,,medium,LS-08;LS-20,Tier 1,PLAYBOOK-OT-01,compiled-from-sigma,02-detection/queries/sentinel/OTD-0093__abnormal-authentication-pattern-on-scada-or-hmi-server.kql,02-detection/queries/splunk/OTD-0093__abnormal-authentication-pattern-on-scada-or-hmi-server.spl,02-detection/sigma/it-dmz-ot-crosszone/15_abnormal-authentication-pattern-on-scada-or-hmi-server.yml
OTD-0094,Unexpected Outbound Connection from L2 HMI Toward DMZ or IT,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/16,T0886,,,,generic,,high,LS-02,Tier 1,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0094__unexpected-outbound-connection-from-l2-hmi-toward-dmz-or-it.kql,02-detection/queries/splunk/OTD-0094__unexpected-outbound-connection-from-l2-hmi-toward-dmz-or-it.spl,02-detection/sigma/it-dmz-ot-crosszone/16_unexpected-outbound-connection-from-l2-hmi-toward-dmz-or-it.yml
OTD-0095,Control Command From HMI Outside Documented HMI-to-PLC Pairing,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/17,T0855;T0867,,,,generic,,high,LS-18,Tier 3,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0095__control-command-from-hmi-outside-documented-hmi-to-plc-pairi.kql,02-detection/queries/splunk/OTD-0095__control-command-from-hmi-outside-documented-hmi-to-plc-pairi.spl,02-detection/sigma/it-dmz-ot-crosszone/17_control-command-from-hmi-outside-documented-hmi-to-plc-pairi.yml
OTD-0096,Engineering Protocol Session Opened by HMI Account,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/19,T0858;T0867,,,,generic,,high,LS-18,Tier 3,PLAYBOOK-OT-06,compiled-from-sigma,02-detection/queries/sentinel/OTD-0096__engineering-protocol-session-opened-by-hmi-account.kql,02-detection/queries/splunk/OTD-0096__engineering-protocol-session-opened-by-hmi-account.spl,02-detection/sigma/it-dmz-ot-crosszone/19_engineering-protocol-session-opened-by-hmi-account.yml
OTD-0097,Setpoint Change Exceeding Safe Delta Threshold,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/21,T0836;T0855,,,,generic,,high,LS-18,Tier 3,PLAYBOOK-OT-02,compiled-from-sigma,02-detection/queries/sentinel/OTD-0097__setpoint-change-exceeding-safe-delta-threshold.kql,02-detection/queries/splunk/OTD-0097__setpoint-change-exceeding-safe-delta-threshold.spl,02-detection/sigma/it-dmz-ot-crosszone/21_setpoint-change-exceeding-safe-delta-threshold.yml
OTD-0098,Redundant Sensor Correlation Divergence,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/22,T0804;T0856,,,,generic,,medium,LS-18,Tier 3,PLAYBOOK-OT-09,compiled-from-sigma,02-detection/queries/sentinel/OTD-0098__redundant-sensor-correlation-divergence.kql,02-detection/queries/splunk/OTD-0098__redundant-sensor-correlation-divergence.spl,02-detection/sigma/it-dmz-ot-crosszone/22_redundant-sensor-correlation-divergence.yml
OTD-0099,Zone Enforcement Firewall Rule Hit-Count Anomaly,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/24,T0886,,,,generic,,medium,LS-02,Tier 1,,compiled-from-sigma,02-detection/queries/sentinel/OTD-0099__zone-enforcement-firewall-rule-hit-count-anomaly.kql,02-detection/queries/splunk/OTD-0099__zone-enforcement-firewall-rule-hit-count-anomaly.spl,02-detection/sigma/it-dmz-ot-crosszone/24_zone-enforcement-firewall-rule-hit-count-anomaly.yml
OTD-0100,Removable Media Event on DMZ or L3 Asset,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/25,T0847,,,,windows,,high,LS-08,Tier 1,PLAYBOOK-OT-01,compiled-from-sigma,02-detection/queries/sentinel/OTD-0100__removable-media-event-on-dmz-or-l3-asset.kql,02-detection/queries/splunk/OTD-0100__removable-media-event-on-dmz-or-l3-asset.spl,02-detection/sigma/it-dmz-ot-crosszone/25_removable-media-event-on-dmz-or-l3-asset.yml
OTD-0101,East-West Traffic Between L1 Controllers Across Process Cells,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/26,T0867;T0883,,,,generic,,high,LS-18,Tier 3,PLAYBOOK-OT-07,compiled-from-sigma,02-detection/queries/sentinel/OTD-0101__east-west-traffic-between-l1-controllers-across-process-cell.kql,02-detection/queries/splunk/OTD-0101__east-west-traffic-between-l1-controllers-across-process-cell.spl,02-detection/sigma/it-dmz-ot-crosszone/26_east-west-traffic-between-l1-controllers-across-process-cell.yml
OTD-0102,NTP or Time Desynchronization Anomaly Across IT-OT Path,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/27,T0804;T0851,,,,generic,,low,LS-18,Tier 3,,compiled-from-sigma,02-detection/queries/sentinel/OTD-0102__ntp-or-time-desynchronization-anomaly-across-it-ot-path.kql,02-detection/queries/splunk/OTD-0102__ntp-or-time-desynchronization-anomaly-across-it-ot-path.spl,02-detection/sigma/it-dmz-ot-crosszone/27_ntp-or-time-desynchronization-anomaly-across-it-ot-path.yml
OTD-0103,IEC 104 Mass Coordinated Breaker-Open Command Burst,Sigma: Threat Actor,SIGMA:threat-actor/01,T0831;T0855;T0879,,,,iec104,,critical,LS-17;LS-18,Tier 3,PLAYBOOK-OT-07,compiled-from-sigma,02-detection/queries/sentinel/OTD-0103__iec-104-mass-coordinated-breaker-open-command-burst.kql,02-detection/queries/splunk/OTD-0103__iec-104-mass-coordinated-breaker-open-command-burst.spl,02-detection/sigma/threat-actor/01_iec-104-mass-coordinated-breaker-open-command-burst.yml
OTD-0104,Modbus Holding Register Manipulation at Abnormal Cadence,Sigma: Threat Actor,SIGMA:threat-actor/02,T0836;T0855,,,,modbus,,high,LS-06;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0104__modbus-holding-register-manipulation-at-abnormal-cadence.kql,02-detection/queries/splunk/OTD-0104__modbus-holding-register-manipulation-at-abnormal-cadence.spl,02-detection/sigma/threat-actor/02_modbus-holding-register-manipulation-at-abnormal-cadence.yml
OTD-0105,Mass Disk-Wiping Utility Execution Across Multiple Hosts,Sigma: Threat Actor,SIGMA:threat-actor/03,T0826,,,,windows,,critical,LS-08,Tier 1,PLAYBOOK-OT-07,compiled-from-sigma,02-detection/queries/sentinel/OTD-0105__mass-disk-wiping-utility-execution-across-multiple-hosts.kql,02-detection/queries/splunk/OTD-0105__mass-disk-wiping-utility-execution-across-multiple-hosts.spl,02-detection/sigma/threat-actor/03_mass-disk-wiping-utility-execution-across-multiple-hosts.yml
OTD-0106,IEC 61850 GOOSE Unauthorized Publisher or Spoofed Message,Sigma: Threat Actor,SIGMA:threat-actor/04,T0855;T0856,,,,iec61850,,critical,LS-12;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0106__iec-61850-goose-unauthorized-publisher-or-spoofed-message.kql,02-detection/queries/splunk/OTD-0106__iec-61850-goose-unauthorized-publisher-or-spoofed-message.spl,02-detection/sigma/threat-actor/04_iec-61850-goose-unauthorized-publisher-or-spoofed-message.yml
OTD-0107,Mass Lateral Deployment Tooling Preceding Suspected Wiper Activity,Sigma: Threat Actor,SIGMA:threat-actor/05,T0867,,,,windows,,high,LS-08,Tier 1,PLAYBOOK-OT-09,compiled-from-sigma,02-detection/queries/sentinel/OTD-0107__mass-lateral-deployment-tooling-preceding-suspected-wiper-ac.kql,02-detection/queries/splunk/OTD-0107__mass-lateral-deployment-tooling-preceding-suspected-wiper-ac.spl,02-detection/sigma/threat-actor/05_mass-lateral-deployment-tooling-preceding-suspected-wiper-ac.yml
OTD-0108,DNS Tunneling Beacon From OT DMZ or Engineering Host,Sigma: Threat Actor,SIGMA:threat-actor/06,,,,,generic,,high,LS-18,Tier 3,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0108__dns-tunneling-beacon-from-ot-dmz-or-engineering-host.kql,02-detection/queries/splunk/OTD-0108__dns-tunneling-beacon-from-ot-dmz-or-engineering-host.spl,02-detection/sigma/threat-actor/06_dns-tunneling-beacon-from-ot-dmz-or-engineering-host.yml
OTD-0109,Web Shell Activity on Internet-Facing OT-Adjacent Server,Sigma: Threat Actor,SIGMA:threat-actor/07,,,,,windows,,critical,LS-08,Tier 1,,compiled-from-sigma,02-detection/queries/sentinel/OTD-0109__web-shell-activity-on-internet-facing-ot-adjacent-server.kql,02-detection/queries/splunk/OTD-0109__web-shell-activity-on-internet-facing-ot-adjacent-server.spl,02-detection/sigma/threat-actor/07_web-shell-activity-on-internet-facing-ot-adjacent-server.yml
OTD-0110,Credential Harvesting Tool Execution on Engineering or SCADA Host,Sigma: Threat Actor,SIGMA:threat-actor/08,T0859,,,,windows,,critical,LS-08,Tier 1,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0110__credential-harvesting-tool-execution-on-engineering-or-scada.kql,02-detection/queries/splunk/OTD-0110__credential-harvesting-tool-execution-on-engineering-or-scada.spl,02-detection/sigma/threat-actor/08_credential-harvesting-tool-execution-on-engineering-or-scada.yml
OTD-0111,Low-and-Slow HTTPS Beaconing Indicative of OilRig-Class Backdoor C2,Sigma: Threat Actor,SIGMA:threat-actor/09,,,,,generic,,medium,LS-18,Tier 3,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0111__low-and-slow-https-beaconing-indicative-of-oilrig-class-back.kql,02-detection/queries/splunk/OTD-0111__low-and-slow-https-beaconing-indicative-of-oilrig-class-back.spl,02-detection/sigma/threat-actor/09_low-and-slow-https-beaconing-indicative-of-oilrig-class-back.yml
OTD-0112,Shamoon-Style MBR Wiper Execution,Sigma: Threat Actor,SIGMA:threat-actor/10,T0826,,,,windows,,critical,LS-08,Tier 1,,compiled-from-sigma,02-detection/queries/sentinel/OTD-0112__shamoon-style-mbr-wiper-execution.kql,02-detection/queries/splunk/OTD-0112__shamoon-style-mbr-wiper-execution.spl,02-detection/sigma/threat-actor/10_shamoon-style-mbr-wiper-execution.yml
OTD-0113,Password Spray Against OT Remote Access Portal,Sigma: Threat Actor,SIGMA:threat-actor/11,,,,,vpn,,high,LS-04;LS-20,Tier 1,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0113__password-spray-against-ot-remote-access-portal.kql,02-detection/queries/splunk/OTD-0113__password-spray-against-ot-remote-access-portal.spl,02-detection/sigma/threat-actor/11_password-spray-against-ot-remote-access-portal.yml
OTD-0114,Mass Malware Spreader Tool Execution Across Multiple Hosts,Sigma: Threat Actor,SIGMA:threat-actor/12,,,,,windows,,critical,LS-08,Tier 1,PLAYBOOK-OT-04,compiled-from-sigma,02-detection/queries/sentinel/OTD-0114__mass-malware-spreader-tool-execution-across-multiple-hosts.kql,02-detection/queries/splunk/OTD-0114__mass-malware-spreader-tool-execution-across-multiple-hosts.spl,02-detection/sigma/threat-actor/12_mass-malware-spreader-tool-execution-across-multiple-hosts.yml
OTD-0115,OPC UA Server Enumeration Followed by Node Value Tampering,Sigma: Threat Actor,SIGMA:threat-actor/13,T0846;T0856,,,,opcua,,high,LS-18,Tier 3,PLAYBOOK-OT-09,compiled-from-sigma,02-detection/queries/sentinel/OTD-0115__opc-ua-server-enumeration-followed-by-node-value-tampering.kql,02-detection/queries/splunk/OTD-0115__opc-ua-server-enumeration-followed-by-node-value-tampering.spl,02-detection/sigma/threat-actor/13_opc-ua-server-enumeration-followed-by-node-value-tampering.yml
OTD-0116,CODESYS Protocol Command to Schneider Controller From Non-Engineering Host,Sigma: Threat Actor,SIGMA:threat-actor/14,T0814;T0843;T0859,,,,codesys,,critical,LS-18,Tier 3,PLAYBOOK-OT-01,compiled-from-sigma,02-detection/queries/sentinel/OTD-0116__codesys-protocol-command-to-schneider-controller-from-non-en.kql,02-detection/queries/splunk/OTD-0116__codesys-protocol-command-to-schneider-controller-from-non-en.spl,02-detection/sigma/threat-actor/14_codesys-protocol-command-to-schneider-controller-from-non-en.yml
OTD-0117,OMRON FINS/HTTP Backdoor Command Execution,Sigma: Threat Actor,SIGMA:threat-actor/15,T0859;T0883,,,,fins,,high,LS-18,Tier 3,PLAYBOOK-OT-07,compiled-from-sigma,02-detection/queries/sentinel/OTD-0117__omron-fins-http-backdoor-command-execution.kql,02-detection/queries/splunk/OTD-0117__omron-fins-http-backdoor-command-execution.spl,02-detection/sigma/threat-actor/15_omron-fins-http-backdoor-command-execution.yml
